uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
4852,Onna Kyoushi Nijuusan-sai,"Honjou Rumiko is a school teacher caught in a web of blackmail and deceit.  
 
(Source: AniDB)",['Hentai'],"Jan 24, 2003 to Jun 27, 2003",2.0,1431,8740,,5.76,https://cdn.myanimelist.net/images/anime/9/9307.jpg,https://myanimelist.net/anime/4852/Onna_Kyoushi_Nijuusan-sai
5173,Jokutsuma,"Based on game by Love juice. 
 
[STORY] 
 
The intimidating Shigeki Kagami runs a loan company. Because he'll do anything to collect his money, he strikes fear in the hearts of creditors everywhere. Sometimes, he will accept sex with creditor's wives as payment if they can't pay up in a timely manner. Once these hapless women are in his possession, fear is replaced by lust and the humiliated wives soon become his sex slaves. ",['Hentai'],"Dec 10, 2007 to Aug 31, 2008",2.0,1740,8257,,5.77,https://cdn.myanimelist.net/images/anime/8/10317.jpg,https://myanimelist.net/anime/5173/Jokutsuma
3569,Injuu Seisen: Twin Angels,"The Demon King has arisen to enslave humanity with his legions of sex demons! Our only hope: the delectable yet deadly warrior twins Ai and Mai. But the sexy sisters are betrayed by an old friend, and it's not long before they're trapped and tortured mercilessly by monsters. Now only a miracle can save them. ","['Hentai', 'Horror']","May 12, 1995 to Aug 11, 1995",4.0,1845,8130,,5.77,https://cdn.myanimelist.net/images/anime/1930/104059.jpg,https://myanimelist.net/anime/3569/Injuu_Seisen__Twin_Angels
11469,BaBuKa: Gokudou no Tsuma,The sexual adventures of various mature women.,['Hentai'],"Oct 21, 2011 to Nov 18, 2011",2.0,2979,7032,,5.77,https://cdn.myanimelist.net/images/anime/1285/103820.jpg,https://myanimelist.net/anime/11469/BaBuKa__Gokudou_no_Tsuma
2209,V.G.Neo The Animation,"""V.G. Neo"" is a legendary battle that has been held over several decades to find the strongest waitress. Asuka Yuu arranges with her brother-in-law to live with him and work in his cafe. Suddenly, the enormous debt she owes to her brother-in-law becomes too costly. In order to repay the money, she joins the ""Virgin Goodness League"" which is a battle of waitresses set on one of the most enormous luxury liners in the world. An unknown sponsor promises enormous prizes for victory, but the loser will have to bear the ultimate humiliation. The maidens who will change fate cannot lose these one on one matches or they will suffer the consequences. 
 
(Source: AnimeNfo)","['Action', 'Martial Arts', 'Hentai']","Feb 25, 2004 to Jan 25, 2005",3.0,2861,7119,,5.78,https://cdn.myanimelist.net/images/anime/2/22138.jpg,https://myanimelist.net/anime/2209/VGNeo_The_Animation
2588,Sinkan,"Be good, or you might get punished...  
 
Everyone looks up to Ayaka. She's one of the most beautiful professors at the academy, with bright eyes, big breasts, and a brilliant smile. But she's got a tough side, too: she's coach of the Karate Club. Treat her well, and you'll be rewarded with all sorts of sexy favors... but get on her bad side, and you'll be flat on your back in no time.  
 
So far, there's only been one guy bold enough to anger Ayaka: a brash new student named Togawa. One night, he finds Ayaka having a one-woman orgy in the gym shower room and decides to step in. Will Ayaka's temper flare up once again, or will she be swept up by her lustful desires? ",['Hentai'],"May 28, 2004",1.0,2457,7458,,5.78,https://cdn.myanimelist.net/images/anime/5/31931.jpg,https://myanimelist.net/anime/2588/Sinkan
2721,Reinou Tantei Miko,Jinguuji Miko and her male assistant Kanda Rokuro hunt phantoms together. The phantoms invade peoples bodies and control them. Trained as a skilled Phantom Hunter Miko must use exorcism to send the phantoms back to where ever they came from.,"['Comedy', 'Hentai']","Aug 25, 2000 to May 4, 2001",2.0,1418,8764,,5.78,https://cdn.myanimelist.net/images/anime/13/30118.jpg,https://myanimelist.net/anime/2721/Reinou_Tantei_Miko
3920,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,Based on a H game by Triangle.,['Hentai'],"Apr 23, 2004 to Aug 27, 2004",2.0,1314,8929,,5.78,https://cdn.myanimelist.net/images/anime/12/10956.jpg,https://myanimelist.net/anime/3920/Mahou_Senshi_Sweet_Knights__Heroine_Ryoujoku_Shirei
1404,Flutter of Birds: Tori-tachi no Habataki,"Yusaku is heading home for the first time in eight years. He is a medical student about to take on a summer internship in the country working at his uncle's clinic. While on the train, he becomes smitten with a young woman sitting across from him, but is unable to summon the courage to speak to her. When he arrives in his hometown, he is reunited with friends from his childhood, and get introduced to gorgeous nurses, patients, and mysterious young girls. It is only a matter of time before Yusaku runs into the beautiful woman he saw on the train.  
 
(Source: AniDB) ",['Hentai'],"May 24, 2002 to Aug 23, 2002",2.0,1697,8313,,5.78,https://cdn.myanimelist.net/images/anime/6/41593.jpg,https://myanimelist.net/anime/1404/Flutter_of_Birds__Tori-tachi_no_Habataki
4868,Blind Night,"When Yoji, a college student finds a demonic book, he decides to follow its writings and make a female student - Rie, his sexual slave. However, he's not satisified with only one slave. 
 
(Source: AniDB)",['Hentai'],"Nov 22, 2002 to Jul 23, 2004",3.0,1757,8240,,5.78,https://cdn.myanimelist.net/images/anime/1023/103890.jpg,https://myanimelist.net/anime/4868/Blind_Night
4340,Tower of Etruria,"A brave knight named Albion has been sent to recover a princess named Cecelia from a monster-infested tower held by the witch Etruria. Winning her safety (and her company in bed) from a nefarious (but inexperienced) beholder, they must learn to cooperate to face other threats, such as the ninja spy Palmyra and the seductive and deadly Sirena. 
 
(Source: THEM Anime Reviews)","['Adventure', 'Comedy', 'Harem', 'Hentai']","Jun 25, 2003 to May 25, 2004",2.0,1225,9105,,5.79,https://cdn.myanimelist.net/images/anime/4/8260.jpg,https://myanimelist.net/anime/4340/Tower_of_Etruria
4558,Yukiyo Ichiya Monogatari,"This three episode hentai centers around three love stories. Thief: A young woman wed to a much older man, he couldn't unsatisf her because he finished too fast, one day he leaves to sell some goods, and a Theif enters. 
 
Female Pervert Warrior: During the feudal war era, one small country collapsed. While most of the royal family and relatives were killed, the princess and Shingo, her vassal, escaped. But a harsh fate was waiting for the princess. 
 
Disgraced Bride: Once upon a time, a clan lord was betrothed to and fell in love with a princess. Her beauty made him speechless, and she always looked so happy. However, the lord's ''affection'' for princess Chiho became stronger every day, and she lives like a bird in a cage, constantly receiving the lord's hard love. 
 
(Source: ANN) ","['Hentai', 'Historical']","Mar 18, 2004 to Jul 29, 2005",3.0,1403,8795,,5.79,https://cdn.myanimelist.net/images/anime/13/26328.jpg,https://myanimelist.net/anime/4558/Yukiyo_Ichiya_Monogatari
2444,Maids in Dream,"A young man wakes up in an unfamiliar room. He has no memory about anything and can't even remember his own name.  
 
When he first wakes up there are six maids waiting and worrying about him because he is their new master. One of them tells him his name is Akio. He then learns that he is in a special mansion and will be able to leave only after he manages to resolve his personal issues. The maids are supposed to help him do so, however with no memory he has no idea what personal ""issues"" he needs to resolve. 
 
(Source: AniDB)",['Hentai'],"Jul 25, 2003 to Dec 25, 2003",2.0,1819,8164,,5.79,https://cdn.myanimelist.net/images/anime/11/7383.jpg,https://myanimelist.net/anime/2444/Maids_in_Dream
16476,Idol Kouhosei,"It's a new century and men have lost their sexual desires thus decreasing the number of marriages and births. In order to repopulate the world, the government decided to start a program to improve men's sex lives. Sex idols, girls who can sing, dance, and have sex with innumerable men, are now in need to help improve the stagnant society. 
 
(Source: HentaiTake)",['Hentai'],"Feb 13, 2013",1.0,2405,7518,,5.79,https://cdn.myanimelist.net/images/anime/13/44424.jpg,https://myanimelist.net/anime/16476/Idol_Kouhosei
4378,Hininden: Gauss,"When Daisuke expressed love towards his girlfriend, he was taken away by the moonlight but little to his surprise that He was now the man of Guass. And now he must bear the burden that the man of Gauss carries and try to save the ancient world. ",['Hentai'],"Dec 22, 2005",1.0,1765,8228,,5.79,https://cdn.myanimelist.net/images/anime/10/33701.jpg,https://myanimelist.net/anime/4378/Hininden__Gauss
10552,Akebi no Hana: Maho,"Naoki has left town for an unknown amount of time, leaving his precious girlfriend Maho, who promises to wait for him.  
 
Shortly after reuniting with Maho, Naoki learns that she is cheating on him...  
 
(Source: SubDesu-H) ",['Hentai'],"Apr 15, 2011",1.0,3251,6821,,5.8,https://cdn.myanimelist.net/images/anime/1835/103795.jpg,https://myanimelist.net/anime/10552/Akebi_no_Hana__Maho
4799,Mune Kyun! Heartful Cafe,"Shinya is the manager of a small coffee house staffed by his twin stepsisters Chiyori and Chika. When a franchise for a large café chain opens across the street, the siblings are forced to improvise to hang onto their business. The girls start wearing revealing costumes to attract more clientele, although when regular customer Aya becomes close to Shinya, it inspires feelings of jealousy in Chika. Chika decides to seduce Shinya herself, although this soon causes problems for her twin, whose feelings towards him remain purely platonic. Erotic high jinks ensue.",['Hentai'],"Aug 25, 2002 to Oct 25, 2002",2.0,1664,8369,,5.8,https://cdn.myanimelist.net/images/anime/3/31289.jpg,https://myanimelist.net/anime/4799/Mune_Kyun_Heartful_Cafe
3982,Kairaku Satsujin Chousakan Kouji,"From the creator of Urotsukidoji: Legend of the Overfiend, La Blue Girl, and Demon Beast Invasion! A monster is out for blood, and only the man-demon Koji can hunt down the preternatural killer. Aided by a morbid psychic, he follows the grisly trail of victims to a lonely woman. What unspeakable horrors will he find? And are even Koji`s powers enough to curb this devastating threat? 
(Source: AniDB)",['Hentai'],"Mar 26, 1999 to Jul 23, 1999",3.0,1092,9337,,5.8100000000000005,https://cdn.myanimelist.net/images/anime/1945/94094.jpg,https://myanimelist.net/anime/3982/Kairaku_Satsujin_Chousakan_Kouji
3334,Jokuana,"This just in: TV studios are a haven for the sex-crazed. A whole slew of beautiful and sexually vulnerable women are trying to break into the TV news business, and there are just as many men trying to break into them! A helpful yet horny handyman is looking to stake his own claim as he makes the rounds bedding one hopeful nymph after another. But he's not the only one. Pretty much every male at the studio is looking for a piece of the action. You won't need a teleprompter to know what (and who) will be coming next.",['Hentai'],"Feb 9, 2007 to May 11, 2007",2.0,1820,8162,,5.8100000000000005,https://cdn.myanimelist.net/images/anime/13/75004.jpg,https://myanimelist.net/anime/3334/Jokuana
692,Dousou Kai,"A young group of friends meet up for the first time in a very long time after finishing high-school. One of them remembers how once ago a girl left him Daisies and a love letter inside his locker, back in the high-school days. He has three suspects of who this secret lover could be and so there is only one way to know... by having sex with all of them. 
 
(Source: AniDB)","['Harem', 'Hentai', 'Romance']","Mar 27, 1998 to Dec 18, 1998",4.0,1625,8420,,5.8100000000000005,https://cdn.myanimelist.net/images/anime/6/24759.jpg,https://myanimelist.net/anime/692/Dousou_Kai
2007,Dousou Kai Again,"The members of the tennis club at Sakura Junior High School. Have a class reunion on New Years Eve. They're all twenty, and Mizuho is happy to get to see Tatsuya again, her secret love. At the reunion, they plan to stay at Mizuho's mother's lodge in the hot spring resort for a ski trip. Unfortunately, however, Mizuho's mother's become ill. She doesn't know whether she should care for her mother or finally give her self to Tatsuya. 
 
(Source: ANN)",['Hentai'],"Jul 25, 2002 to Dec 20, 2002",2.0,1688,8329,,5.8100000000000005,https://cdn.myanimelist.net/images/anime/6/41691.jpg,https://myanimelist.net/anime/2007/Dousou_Kai_Again
3439,Darcrows,"Based on a game by Alice Soft.  
 
Two large countries, Leben and Carnea, had been ruled by the kings who were men of character, and people in these countries had been living peacefully. However, Leben suddenly intruded into Carnea, and the two countries began to war.  
 
The even fights had continued for more than six months, but when the king of Carnea died of illness, gradually Leben got the better of Carnea.  
 
In these days, a man in a black suit visited Carnea. He had been a vice leader of the Carnea Knights, Claude, who had suddenly disappeared eight years before. His appearance had changed completely, and that made them suspicious. But when he said he had a plan to beat Leben, they gave their ears to him. He said that they would hire experienced mercenary solders, and that the queen and princesses would sell their bodies to earn money. The queen and her daughter accepted his plan, and they began to take his ""lessons"".  
 
(Source: AnimeNFO) ",['Hentai'],"Oct 25, 2003 to Jan 25, 2004",2.0,2195,7730,,5.8100000000000005,https://cdn.myanimelist.net/images/anime/4/37483.jpg,https://myanimelist.net/anime/3439/Darcrows
